time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,nav_roll,nav_pitch,nav_bearing,target_bearing,wp_dist,alt_error,airspeed,groundspeed,throttle,climb,heading,GPS_status,Gyro_status,Accel_status,Baro_status,PreArm_error,chan1_raw,chan2_raw,chan3_raw,chan4_raw,satellites_visible
16:27:30,STABILIZE,0.0003062513715121895,0.0015764129348099232,0.026874255388975143,0.00034974023583345115,0.0003389910561963916,0.002273969352245331,-35.3632621,149.1652374,0.0,3.7233719922369346e-05,4.9160549679072574e-05,1.0,0.0,0.0,0.01337115652859211,0.0,0.022457636892795563,0.0,0.004987040534615517,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:31,STABILIZE,0.0002204925549449399,0.0014602747978642583,0.026383593678474426,0.0002892420452553779,0.00013495484017767012,0.0021956865675747395,-35.3632622,149.1652375,0.0,3.7233683542581275e-05,4.9160509661305696e-05,1.0,0.0,0.0,0.005601632408797741,0.0,0.028062570840120316,0.0,0.004124877508729696,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:33,STABILIZE,-0.000343753151052321,0.0010723635787144303,0.025274089848001797,0.0002669862878974527,0.00026202128113557893,0.0020892339137693248,-35.3632622,149.1652375,0.0,3.7233647162793204e-05,4.916048055747524e-05,1.0,0.0,0.0,0.002774721710011363,0.0,0.02648650947958231,0.0,0.0025181618984788656,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:39,STABILIZE,-0.0008332265133503824,0.000976928073214367,0.023069164715707302,0.00018373061902821064,0.00022049457766115665,0.0017804132075980306,-35.36326215,149.1652375,0.0,3.7233796319924295e-05,4.9160769170460604e-05,1.0,0.0,0.0,-0.0015718210100506742,0.0,0.021561389788985252,0.0,-0.001384783594403416,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:43,STABILIZE,-0.0006068806978873909,0.0009705268118220071,0.021979201585054398,0.0003046498168259859,0.0002602226644133528,0.0016195656110843022,-35.3632622,149.1652375,0.3333333333333333,3.723400004673749e-05,4.916109173791483e-05,1.0,0.0,0.0,-0.010897401720285416,0.0,0.02217263914644718,0.0,0.0066200075671076775,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:45,AUTO,-0.00044951374002266675,0.000953421404119581,0.021512659266591072,0.0003023489553015679,0.0002927193563664332,0.0015303146792575717,-35.3632622,149.1652375,6.0,3.723409705950568e-05,4.916126636089757e-05,1.0,94.33333333333333,0.0,-0.00546890248854955,0.0,0.02019488749404748,0.0,0.011514965134362379,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:46,AUTO,-0.00039109883073251694,0.0010417309240438044,0.021211834624409676,0.0002293179277330637,0.0002398198121227324,0.00152732856804505,-35.3632621,149.1652375,7.0,3.723414374690037e-05,4.9161355491378345e-05,1.0,144.5,0.0,0.0,0.0,0.008971909992396832,0.0,0.005373232299461961,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:47,AUTO,-0.00017353735529468395,0.0012158823665231466,0.021014064084738493,0.00011880844976985827,0.0002048051101155579,0.0014761865022592247,-35.3632621,149.1652375,5.25,3.7234171031741425e-05,4.916140460409224e-05,1.0,143.5,0.0,0.0,0.0,0.004969556583091617,0.0,-0.0019026781665161252,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:48,AUTO,0.00037688444717787206,0.0015573123819194734,0.02061733417212963,0.00038678766577504575,0.00028225412825122476,0.00138302450068295,-35.3632621,149.1652375,0.0,-0.05327821150422096,0.0033775789197534323,1.0,146.5,0.0,0.05092434957623482,0.0,0.007113807601854205,13.5,-0.01492584403604269,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
16:27:49,AUTO,0.0023485816418542527,0.0004702495934907347,0.020353039260953665,0.003538435194059275,-0.002900174120441079,0.000994724512565881,-35.3632621,149.1652375,55.0,-0.009505480295047164,0.0026000365614891052,1.0,145.25,0.0,0.2912081331014633,0.0017500000540167093,0.006772824679501355,43.5,0.24674817128106952,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0
