time_stamp,nav_roll,nav_pitch,nav_bearing,target_bearing,wp_dist,alt_error,airspeed,groundspeed,throttle,climb,heading,GPS_status,Gyro_status,Accel_status,Baro_status,PreArm_error,chan1_raw,chan2_raw,chan3_raw,chan4_raw,satellites_visible,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt
17:44:39,-4.007759707747027e-05,0.00030160456662997603,1.0,0.0,0.0,0.0358065702021122,0.0,0.02138870395720005,0.0,-0.018157724291086197,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-7.154959166655317e-05,0.0015736459754407406,0.027925148606300354,0.00029531371546909213,0.00023677648277953267,0.0024492498487234116,-35.3632621,149.1652374,0.0
17:44:41,-4.0077506128000095e-05,0.0003016041300725192,1.0,0.0,0.0,0.020881136879324913,0.0,0.026778274215757847,0.0,-0.004342044820077717,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.0005062281270511448,0.001198739162646234,0.026341525837779045,0.0002515885862521827,0.00023222126765176654,0.0021042118314653635,-35.3632622,149.1652375,0.0
17:44:42,-4.0077495214063674e-05,0.00030160389724187553,1.0,0.0,0.0,0.014964241534471512,0.0,0.022802252943317097,0.0,-9.505318303126842e-05,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.000694615941029042,0.0010695348028093576,0.025972316041588783,0.0002704826765693724,0.00018284341786056757,0.0021373997442424297,-35.3632622,149.1652375,0.0
17:44:43,-4.007749885204248e-05,0.00030160389724187553,1.0,0.0,0.0,0.01170910568907857,0.0,0.020384584553539753,0.0,0.0023343025823123753,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.0007574264309369028,0.0009429157362319529,0.025432627648115158,0.00016092043370008469,0.00029972585616633296,0.0020028050057590008,-35.36326215,149.1652375,0.0
17:44:46,-4.007764255220536e-05,0.0003016045084223151,1.0,0.0,0.0,-0.004060345352627337,0.0,0.01410618145018816,0.0,0.021298845298588276,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.000854562473250553,0.0009333135967608541,0.024386865086853504,0.00032068899599835277,0.00020734855206683278,0.0018682994414120913,-35.3632621,149.1652374,3.5
17:44:49,-4.007785173598677e-05,0.0003016056725755334,1.0,0.0,0.0,-0.01605413667857647,0.0,0.022407211363315582,0.0,0.01124874223023653,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.0007863706559874117,0.0009967847727239132,0.023360684514045715,0.00029827404068782926,0.00027548050275072455,0.0017080134712159634,-35.3632622,149.1652375,16.0
17:44:50,-4.007789175375365e-05,0.0003016057307831943,1.0,0.0,0.0,-0.015820162370800972,0.0,0.022750232368707657,0.0,0.009771708399057388,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,STABILIZE,-0.0006600282795261592,0.0009965524077415466,0.023121881298720837,0.0003463147731963545,0.0002457240188959986,0.0016483093495480716,-35.3632622,149.1652375,15.5
17:44:53,-4.0078168240142986e-05,0.00030160673486534506,1.0,66.5,0.0,-0.006160740274935961,0.0,0.022092675790190697,0.0,0.0022087383549660444,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.0008395112818107009,0.0009750364988576621,0.02229297813028097,0.00025696889497339725,0.0001507261476945132,0.001601916505023837,-35.3632622,149.1652375,6.5
17:44:54,-4.007822099083569e-05,0.00030160699679981917,1.0,132.75,0.0,0.0,0.0,0.013214164995588362,0.0,0.0016294960514642298,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.000873458047863096,0.0010036393796326593,0.02206720830872655,0.00025309037300758064,0.00025290422490797937,0.0015754717169329524,-35.363262125,149.1652375,1.0
17:44:55,-4.0078270103549585e-05,0.0003016072732862085,1.0,133.0,0.0,0.0,0.0,0.002719083451665938,0.0,0.0006632788572460413,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.0007271318172570318,0.001191493938677013,0.021839654073119164,0.0002525695599615574,0.0002934727817773819,0.001513449416961521,-35.3632621,149.1652375,0.5
17:44:56,0.010374643665272743,0.007267531720572151,1.0,133.0,0.0,0.014048494471353479,0.0,0.002320793137187138,4.5,-0.00043880605426238617,1.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.000517264474183321,0.0014629321231041104,0.021599416621029377,0.00028400018345564604,0.0002650909882504493,0.0015193326398730278,-35.3632621,149.1652375,0.0
17:44:57,-1.2314152214676142,0.7023635637015104,1.0,157.0,0.0,0.26751356571912766,0.026000000536441803,0.11144952662289143,40.0,0.15471625281497836,178.5,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.04628313676948892,-0.04436836770037189,-0.019542332738637924,0.167853399325395,-0.19963363505667076,-0.3386028567329049,-35.36326205,149.16523755,26.0
17:44:58,-9.658881902694702,10.126142740249634,-12.5,209.5,0.0,0.2518267147243023,0.6152500361204147,0.6434587985277176,67.0,0.4316553622484207,323.25,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.05373157048597932,-0.0841358732432127,-0.6343759968876839,-0.2547372505068779,0.007242131046950817,-0.8736178427934647,-35.363259424999995,149.1652397,309.25
17:44:59,-10.871250629425049,8.31245470046997,-55.0,190.5,0.0,1.9912719380954513e-05,0.4805000275373459,0.4375338554382324,60.0,0.4546211212873459,278.5,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.06665861792862415,-0.05325554683804512,-1.4178441762924194,-0.09676682204008102,0.05629230849444866,-0.7208805978298187,-35.36325585,149.1652393,749.5
17:45:00,-6.730693101882935,3.6074676513671875,-92.75,161.25,0.0,-0.0003631973286246648,0.4905000180006027,0.5354850441217422,59.25,0.4568149521946907,239.75,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.05620065610855818,-0.04411707725375891,-2.086573511362076,0.014444399625062943,0.052123406901955605,-0.604186624288559,-35.363257475000005,149.165236025,1222.25
17:45:01,-3.2253472805023193,1.7601019740104675,-124.0,102.5,0.0,-0.0004875946033280343,0.4725000262260437,0.4337279498577118,59.0,0.466722771525383,208.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.026440195739269257,-0.021184148266911507,-2.639491319656372,-0.0009335102513432503,0.038005806505680084,-0.5080357789993286,-35.363261550000004,149.16523469999998,1698.0
17:45:02,-1.4163135588169098,1.3477582335472107,-150.75,43.75,0.0,-0.0011767578071157914,0.27400001510977745,0.23556233942508698,59.0,0.4696361571550369,181.5,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.014126979280263186,-0.001490353504777886,0.03540158271789551,0.004959712503477931,0.020753485383465886,-0.42116668820381165,-35.36326445,149.165235175,2181.25
17:45:03,-0.8083274960517883,1.202277660369873,6.5,20.0,0.0,-9.963990305550396e-05,0.1380000077188015,0.12825985625386238,59.0,0.46476301550865173,159.5,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.012657660525292158,0.006508425110951066,2.789291262626648,0.019008564500836655,0.007833270356059074,-0.3391250967979431,-35.3632654,149.1652363,2664.0
17:45:04,-0.5581285357475281,1.0158828347921371,168.0,6.75,0.0,-0.0005305480844981503,0.09750000387430191,0.11382425762712955,59.0,0.45547622442245483,141.25,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.01187314954586327,0.008129485882818699,2.475065588951111,-0.012070550001226366,0.0029849436978111044,-0.26415322348475456,-35.3632653,149.165237225,3140.5
17:45:05,-0.4096631109714508,0.7829749882221222,155.0,177.0,0.0,-0.0003204345703125,0.09800000488758087,0.11166764795780182,59.0,0.4518755227327347,128.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.009263579733669758,0.007174010155722499,2.2474215030670166,0.05237152799963951,-3.66938766092062e-05,-0.19254619628190994,-35.363264599999994,149.16523775000002,3609.0
17:45:06,-0.2813676595687866,0.5738026052713394,146.0,349.0,0.0,0.0008039855820243247,0.08750000223517418,0.09631795063614845,59.75,0.444934606552124,119.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.007533322903327644,0.0056216781958937645,2.086651384830475,-0.00873335322830826,0.0001944401446962729,-0.12275413237512112,-35.363263825000004,149.165238,4069.5
17:45:07,-0.14783097058534622,0.41380898654460907,140.5,338.5,0.0,0.00032638549600960687,0.07050000131130219,0.07582856342196465,60.0,0.43909594416618347,114.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.004336913931183517,0.004894870799034834,1.9975525736808777,0.015389922074973583,0.0007363002223428339,-0.0574987567961216,-35.363263200000006,149.165238,4525.5
17:45:08,-0.005160519707715139,0.27235017716884613,139.0,317.25,0.0,0.00019592285025282763,0.04800000134855509,0.055317653343081474,60.0,0.43586213886737823,112.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.002148537983885035,0.004153978195972741,1.9688531756401062,0.011901685269549489,9.27994551602751e-06,0.004550551297143102,-35.363262750000004,149.1652381,4975.25
17:45:09,0.07262767478823662,0.2357095628976822,139.0,272.5,0.0,-0.00015502929454669356,0.032500000670552254,0.0424198042601347,60.0,0.42888835072517395,114.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,-0.0008368408016394824,0.0039351050509139895,1.9944244027137756,-0.045315231662243605,0.0007152807665988803,0.04186573624610901,-35.363262399999996,149.16523805,5421.5
17:45:10,0.1724327951669693,0.15781787782907486,139.0,226.75,0.0,-0.0003108215460088104,0.01950000086799264,0.0363368708640337,60.0,0.43626298755407333,116.25,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.0008294525323435664,0.003476605052128434,2.0392741560935974,0.03049173206090927,-0.00015852048090891913,0.049514598213136196,-35.36326222500001,149.165238,5867.0
17:45:11,0.1699979081749916,0.1689230054616928,139.0,211.5,0.0,-0.0018170165130868554,0.011500000488013029,0.034785518422722816,60.0,0.4243892580270767,119.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.00043747725430876017,0.0036389781162142754,2.0849668979644775,-0.11114927753806114,0.0019145876867696643,0.04674013517796993,-35.36326215,149.165238,6311.5
17:45:12,0.1724076308310032,0.15044142678380013,139.0,204.25,0.0,-0.0012123107735533267,0.00900000031106174,0.03772700857371092,60.0,0.4376172870397568,121.25,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.002034589706454426,0.0033120671869255602,2.126058280467987,0.04012983199208975,-9.355045040138066e-05,0.0388011010363698,-35.3632621,149.165237975,6755.25
17:45:13,0.18078434467315674,0.14274372160434723,139.0,199.5,0.0,-0.0016308593330904841,0.007000000216066837,0.03749275207519531,59.5,0.4365173727273941,123.5,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.0009786543669179082,0.003024802077561617,2.1608134508132935,-0.10909967869520187,0.0014288510428741574,0.033454026095569134,-35.363262,149.1652379,7204.0
17:45:14,0.2050919532775879,0.11926935613155365,139.0,197.0,0.0,-0.0008158874297805596,0.01025000074878335,0.04173486400395632,59.0,0.4489102065563202,125.0,1.0,1.0,1.0,1.0,0.0,1500.0,1500.0,1000.0,1500.0,10.0,AUTO,0.0022763336837670067,0.0027056523831561208,2.1905189156532288,-0.0009996704757213593,4.545356205198914e-05,0.028323380276560783,-35.363262,149.1652379,7654.25
